subject	group	syllable	usage	treat
20	1	26	0.005598	LSD_0.1
21	2	26	0.018043	LSD_0.3
2	1	26	0.021611	LSD_0.1
10	0	26	0.010179	Saline
4	0	26	0.004161	Saline
8	1	26	0.017517	LSD_0.1
9	2	26	0.008972	LSD_0.3
15	2	26	0.043065	LSD_0.3
1	0	26	0.026387	Saline
14	1	26	0.012648	LSD_0.1
7	0	26	0.003962	Saline
12	2	26	0.011624	LSD_0.3
11	1	26	0.008062	LSD_0.1
5	1	26	0.009356	LSD_0.1
6	2	26	0.031061	LSD_0.3
22	0	27	0.013305	Saline
23	1	27	0.007992	LSD_0.1
16	0	27	0.023918	Saline
18	2	27	0.003645	LSD_0.3
24	2	27	0.010167	LSD_0.3
19	0	27	0.028707	Saline
17	1	27	0.011172	LSD_0.1
13	0	27	0.009152	Saline
3	2	27	0.017103	LSD_0.3
20	1	27	0.017798	LSD_0.1
21	2	27	0.013469	LSD_0.3
2	1	27	0.016546	LSD_0.1
10	0	27	0.007433	Saline
4	0	27	0.017090	Saline
8	1	27	0.008886	LSD_0.1
9	2	27	0.021092	LSD_0.3
15	2	27	0.002504	LSD_0.3
1	0	27	0.011937	Saline
14	1	27	0.010702	LSD_0.1
7	0	27	0.012472	Saline
12	2	27	0.014369	LSD_0.3
11	1	27	0.009674	LSD_0.1
5	1	27	0.023006	LSD_0.1
6	2	27	0.004745	LSD_0.3
22	0	28	0.007906	Saline
23	1	28	0.029637	LSD_0.1
16	0	28	0.010979	Saline
18	2	28	0.004738	LSD_0.3
24	2	28	0.020000	LSD_0.3
19	0	28	0.004943	Saline
17	1	28	0.019592	LSD_0.1
13	0	28	0.004881	Saline
3	2	28	0.006962	LSD_0.3
20	1	28	0.026410	LSD_0.1
21	2	28	0.002541	LSD_0.3
2	1	28	0.005572	LSD_0.1
10	0	28	0.007756	Saline
4	0	28	0.026898	Saline
8	1	28	0.007108	LSD_0.1
9	2	28	0.023296	LSD_0.3
15	2	28	0.007011	LSD_0.3
1	0	28	0.009424	Saline
14	1	28	0.008918	LSD_0.1
7	0	28	0.024211	Saline
12	2	28	0.018405	LSD_0.3
11	1	28	0.011824	LSD_0.1
5	1	28	0.011503	LSD_0.1
