subject	group	syllable	usage	treat
3	2	30	0.016556	Ariadne_10
14	1	30	0.008438	Ariadne_3
16	0	30	0.027474	Saline
19	0	30	0.008201	Saline
9	2	30	0.013546	Ariadne_10
8	1	30	0.010280	Ariadne_3
7	0	30	0.013255	Saline
10	0	30	0.008732	Saline
17	1	30	0.028958	Ariadne_3
22	1	30	0.006971	Ariadne_3
15	2	30	0.004148	Ariadne_10
4	0	30	0.014930	Saline
12	2	30	0.029475	Ariadne_10
11	1	30	0.004870	Ariadne_3
2	1	30	0.003545	Ariadne_3
18	2	30	0.003407	Ariadne_10
23	2	30	0.011122	Ariadne_10
20	1	30	0.005100	Ariadne_3
5	1	30	0.008615	Ariadne_3
21	2	30	0.003219	Ariadne_10
13	0	30	0.008287	Saline
1	0	31	0.010361	Saline
6	2	31	0.005061	Ariadne_10
3	2	31	0.022074	Ariadne_10
14	1	31	0.009688	Ariadne_3
16	0	31	0.013550	Saline
19	0	31	0.008924	Saline
9	2	31	0.007281	Ariadne_10
8	1	31	0.030685	Ariadne_3
7	0	31	0.016120	Saline
10	0	31	0.017464	Saline
17	1	31	0.006138	Ariadne_3
22	1	31	0.006604	Ariadne_3
15	2	31	0.013575	Ariadne_10
4	0	31	0.018424	Saline
12	2	31	0.011157	Ariadne_10
11	1	31	0.005443	Ariadne_3
2	1	31	0.005037	Ariadne_3
18	2	31	0.011584	Ariadne_10
23	2	31	0.024150	Ariadne_10
20	1	31	0.007771	Ariadne_3
5	1	31	0.022226	Ariadne_3
21	2	31	0.015088	Ariadne_10
13	0	31	0.004812	Saline
1	0	32	0.011617	Saline
6	2	32	0.006901	Ariadne_10
3	2	32	0.049526	Ariadne_10
14	1	32	0.010781	Ariadne_3
16	0	32	0.030457	Saline
19	0	32	0.010371	Saline
9	2	32	0.009821	Ariadne_10
8	1	32	0.007009	Ariadne_3
7	0	32	0.012001	Saline
10	0	32	0.005589	Saline
17	1	32	0.010072	Ariadne_3
22	1	32	0.008806	Ariadne_3
15	2	32	0.004525	Ariadne_10
4	0	32	0.012230	Saline
12	2	32	0.012656	Ariadne_10
11	1	32	0.013750	Ariadne_3
2	1	32	0.010634	Ariadne_3
18	2	32	0.009199	Ariadne_10
23	2	32	0.013505	Ariadne_10
20	1	32	0.004128	Ariadne_3
5	1	32	0.008270	Ariadne_3
21	2	32	0.011668	Ariadne_10
13	0	32	0.008420	Saline
1	0	33	0.024647	Saline
6	2	33	0.008128	Ariadne_10
3	2	33	0.010613	Ariadne_10
14	1	33	0.009531	Ariadne_3
16	0	33	0.008205	Saline
19	0	33	0.010130	Saline
9	2	33	0.003386	Ariadne_10
8	1	33	0.005607	Ariadne_3
7	0	33	0.010389	Saline
10	0	33	0.031785	Saline
17	1	33	0.003935	Ariadne_3
22	1	33	0.017245	Ariadne_3
15	2	33	0.021870	Ariadne_10
4	0	33	0.006830	Saline
12	2	33	0.012656	Ariadne_10
11	1	33	0.031510	Ariadne_3
2	1	33	0.036381	Ariadne_3
18	2	33	0.008518	Ariadne_10
23	2	33	0.004766	Ariadne_10
20	1	33	0.008742	Ariadne_3
5	1	33	0.012578	Ariadne_3
21	2	33	0.006639	Ariadne_10
13	0	33	0.010559	Saline
1	0	34	0.006750	Saline
