year,#Morfigo,#Konforme,#Skibidi,#Poputah,#Elgibidi,#Noffinoffs
0,3,2,2,2,0,1
1,7,7,4,5,0,1
2,10,12,7,12,0,1
3,13,14,9,16,0,1
4,0,1,0,1,0,0
5,0,1,0,1,0,0
6,0,1,0,1,0,0
7,0,1,0,1,0,0
