year,#Morfigo,#Konforme,#Skibidi,#Poputah,#Elgibidi,#Noffinoffs
0,2,1,3,0,1,3
1,7,1,6,0,1,9
2,11,1,9,0,1,17
3,21,1,21,0,1,38
4,0,1,1,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
