year,#Morfigo,#Konforme,#Skibidi,#Poputah,#Elgibidi,#Noffinoffs
0,0,2,2,3,2,1
1,0,6,5,8,2,1
2,0,12,10,14,4,1
3,0,9,8,7,2,1
4,0,1,0,6,0,0
5,0,1,0,3,0,0
6,0,1,0,5,0,0
