year,#Morfigo,#Konforme,#Skibidi,#Poputah,#Elgibidi,#Noffinoffs
0,1,2,5,0,1,1
1,1,7,9,0,1,1
2,1,14,16,0,1,1
3,1,22,33,0,1,1
0,2,1,2,3,1,1
1,4,1,6,7,1,1
2,7,1,7,10,1,1
3,16,1,17,27,1,1
4,2,1,1,1,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
