year,#Morfigo,#Konforme,#Skibidi,#Poputah,#Elgibidi,#Noffinoffs
0,1,2,2,2,0,3
1,1,10,7,5,0,5
2,1,14,9,6,0,6
3,1,14,9,6,0,6
4,0,4,1,1,0,0
5,0,8,1,1,0,0
6,0,5,0,0,0,0
7,0,10,0,0,0,0
8,0,4,0,0,0,0
