Block,Time Range,K_Count,K_Duration,K_Percentage,M_Count,M_Duration,M_Percentage,X_Count,X_Duration,X_Percentage,Z_Count,Z_Duration,Z_Percentage
1,0.0-0.6 min,1,0.11,0.09,2,7.01,5.84,2,0.66,0.55,2,0.82,0.68
