
DR,Horacio Silva,D/WB (R),Scouting Required,6.74,6.85,14 (3),65%,2.12,1,0.77,1.69,67%,1.69,1.90,1,85%,27.58,1.55,17%,2,0.14,-,0.18,-,0,0.14,40%
-,Inj,Ednei,AM (L),Scouting Required,7.00,6.99,17,65%,2.18,1,0.77,1.61,33%,1.38,1.68,0,75%,24.26,2.45,22%,2,0.15,0.38,3.18,0.54,7,0.92,41%
-,Inj,Loren Nagle,D (RC),Fair,6.70,6.91,14,64%,2.07,1,1.04,1.63,68%,1.11,1.63,0,82%,21.45,0.59,0%,1,0.07,-,1.03,-,0,0.37,31%
MCL,Inj,Kamil Iskra,M/AM (C),Scouting Required,7.00,7.08,18 (8),62%,2.00,2,0.97,2.06,24%,1.72,1.32,0,85%,41.74,2.18,20%,9,0.52,0.11,2.70,0.11,2,0.57,50%
S10,Amer Gojak,"DM, M/AM (C)",Scouting Required,6.72,6.79,11 (10),62%,2.00,0,1.31,2.04,46%,1.14,3.76,1,89%,47.61,1.14,5%,0,-,0.25,2.30,-,0,0.49,40%
-,Lee Jung-Soo,D (C),Scouting Required,6.72,7.02,28,61%,2.04,1,0.95,1.87,80%,1.90,1.50,0,89%,23.15,0.37,0%,0,-,0.04,3.40,-,0,0.18,31%
S5,Wnt,Mohamed Amrani,"D (L), DM",Okay,6.82,6.99,27 (1),61%,2.00,2,0.79,1.69,56%,2.55,2.70,1,85%,30.04,1.01,26%,0,-,0.04,0.32,-,0,0.04,20%
AML,Wnt,Parfait Guiagon,"M (C), AM (LC)",Scouting Required,7.20,7.17,18 (5),61%,2.00,2,0.79,1.63,26%,1.63,2.03,0,85%,34.24,2.03,25%,2,0.11,0.17,3.60,0.34,6,0.96,63%
S9,Wnt,Titas Baranauskas,"AM (C), ST (C)",Scouting Required,6.76,7.12,23 (2),60%,2.04,1,0.80,1.64,39%,0.89,0.33,0,77%,19.17,1.50,14%,5,0.23,0.09,9.16,0.47,10,1.55,45%
AMC,Michael Olise,"M (RC), AM (RLC)",Scouting Required,7.48,7.34,24 (1),60%,2.04,2,0.91,1.87,38%,1.18,1.05,0,83%,34.11,3.19,27%,4,0.18,0.23,9.07,0.46,10,1.37,46%
GK,Adrian Semper,GK,Scouting Required,6.92,6.98,27,59%,2.00,1,0.95,1.86,0%,0.11,0.00,0,52%,10.94,0.23,0%,0,-,-,0.00,-,0,-,-
AMR,Unr,Willem Modise,M/AM (R),Scouting Required,7.04,6.95,17 (2),58%,1.95,1,1.07,1.83,59%,2.14,2.44,0,81%,26.64,1.76,17%,5,0.38,0.23,4.20,-,0,1.22,39%
MCR,Rafał Żewłakow,"M (C), ST (C)",Scouting Required,6.94,6.92,8 (10),56%,1.83,0,1.28,1.81,61%,2.66,1.81,0,87%,51.64,1.06,25%,0,-,0.32,2.40,0.21,2,0.64,30%
DCL,Kevin Bonifazi,D (C),Scouting Required,6.68,7.04,16 (8),54%,1.88,1,0.88,1.69,67%,2.22,1.58,0,90%,25.52,0.41,0%,1,0.06,0.18,1.12,0.12,2,0.29,31%
S8,Hugo Vetlesen,"DM, M/AM (C)",Scouting Required,6.82,7.16,21 (4),52%,1.80,2,0.94,1.50,34%,1.97,1.78,0,87%,45.89,2.20,29%,4,0.19,0.33,3.00,0.09,2,0.52,34%
-,Wnt,Adalberto Peñaranda,"AM (RLC), ST (C)",Scouting Required,6.90,-,0 (2),50%,-,0,-,-,33%,-,-,0,100%,-,-,0%,0,-,-,0.29,-,0,-,50%
S11,Jota,"M (L), AM (RLC)",Scouting Required,7.06,6.98,9 (3),50%,1.75,1,1.21,1.32,39%,1.87,1.21,0,77%,26.56,2.52,22%,0,-,0.11,2.54,0.33,3,1.32,46%
S7,Valentino Lazaro,D/WB/M/AM (R),Scouting Required,6.84,6.89,10 (10),45%,1.60,0,0.76,1.76,41%,1.51,1.76,0,78%,28.21,1.26,28%,2,0.17,0.42,1.32,0.08,1,0.42,31%
STC,Unr,Zhou Liming,"AM (R), ST (C)",Scouting Required,6.76,6.56,5,40%,1.35,0,1.60,1.40,9%,1.00,0.40,0,90%,18.40,0.20,0%,0,-,-,1.04,0.40,2,1.00,71%
DL,Unr,Romain Perraud,D/WB/AM (L),Scouting Required,7.06,6.93,2 (10),33%,1.25,1,2.05,2.05,53%,2.05,3.18,0,89%,30.68,1.59,17%,0,-,-,0.79,0.68,3,1.59,64%
DCR,Jordan Teze,"D (RC), WB (R)",Scouting Required,6.56,6.66,5 (4),33%,1.25,0,1.85,2.22,36%,1.48,1.48,0,87%,24.58,0.37,11%,0,-,-,0.11,-,0,0.00,0%
S3,Unr,Christian Kouan,"DM, M (C)",Scouting Required,6.68,6.67,0 (8),25%,1.20,0,1.29,2.57,0%,0.64,3.21,0,90%,44.36,-,0%,0,-,-,0.05,-,0,0.00,0%
-,Jannik Huth,GK,Scouting Required,7.06,6.75,1 (1),0%,1.30,0,1.89,0.00,0%,-,-,0,47%,9.44,-,0%,0,-,-,0.00,-,0,-,-
