
S10,Alexandr Sobolev,ST (C),Scouting Required,6.84,6.99,8 (3),55%,1.73,1,1.26,2.30,47%,1.03,0.57,1,84%,24.71,1.03,6%,0,-,0.46,2.98,0.69,6,2.53,67%
S5,Unr,Job Oduor,D (RC),Scouting Required,7.02,-,0 (2),50%,-,0,-,-,83%,-,-,0,80%,-,-,0%,0,-,-,0.00,-,0,-,-
S9,Wnt,Alvyn Sanches,M/AM (RLC),Scouting Required,7.28,7.35,1 (3),50%,1.70,0,0.00,3.21,71%,3.21,1.61,0,92%,43.39,3.21,21%,0,-,-,0.59,0.80,1,2.41,50%
S12,Wnt,Freddie Davidson,"AM (R), ST (C)",Scouting Required,7.14,7.03,9 (5),43%,1.50,2,1.14,1.96,37%,1.45,1.03,0,82%,25.52,1.96,14%,3,0.31,0.10,3.43,0.62,6,1.34,54%
S4,Almamy Touré,"D (RLC), WB (R)",Scouting Required,6.56,6.64,7 (5),42%,1.42,0,1.65,1.42,79%,1.65,0.83,0,93%,20.64,-,16%,0,-,-,0.08,-,0,0.12,50%
AML,Rst,Yari Verschaeren,M/AM (RLC),Fairly Okay,7.14,7.05,21,38%,1.43,1,1.29,1.47,21%,2.47,1.94,0,84%,37.66,3.11,25%,4,0.23,0.12,2.99,0.18,3,0.82,47%
DL,Sus,Sergio,D/AM (L),Scouting Required,6.86,6.75,18 (1),37%,1.32,0,1.14,1.61,29%,1.73,2.93,0,85%,29.76,1.31,22%,0,-,0.06,0.22,0.06,1,0.12,67%
AMR,Cristian Pavón,M/AM (RL),Fairly Okay,6.74,7.02,16 (3),37%,1.32,1,1.38,1.13,27%,1.69,1.13,0,81%,28.56,2.01,24%,2,0.13,0.13,4.40,0.31,5,0.88,47%
-,Neil Read,"AM (RL), ST (C)",Scouting Required,7.44,7.25,11,36%,1.36,2,1.12,1.33,18%,1.02,1.12,0,74%,22.63,2.45,30%,5,0.51,0.10,2.52,0.31,3,0.61,33%
-,Nazareno Cornelio,"D (C), DM, M (C)",Scouting Required,6.84,7.00,17,35%,1.29,0,1.21,1.15,77%,2.12,1.94,0,87%,30.20,0.97,0%,2,0.12,0.61,0.70,-,0,0.12,18%
DR,Wnt,Jefferson,D (R),Scouting Required,6.88,6.97,17 (3),35%,1.30,0,1.31,1.31,56%,2.98,3.28,0,84%,28.33,1.55,14%,3,0.18,-,0.49,0.06,1,0.12,40%
DCR,Sus,Issa Diop,D (C),Fairly Okay,6.82,6.86,18 (2),35%,1.25,0,1.22,1.45,76%,1.73,1.17,0,92%,20.98,0.33,0%,0,-,0.06,0.98,-,0,0.22,29%
S3,Xaver Schlager,"DM, M (C)",Scouting Required,6.86,6.85,13 (10),35%,1.30,1,1.55,1.62,40%,1.90,3.10,0,90%,44.12,0.91,0%,1,0.07,0.14,0.22,0.07,1,0.21,50%
GK,Lautaro Morales,GK,Scouting Required,6.64,6.83,23,35%,1.30,0,1.35,1.48,0%,0.17,0.00,0,47%,8.96,0.09,0%,0,-,-,0.00,-,0,-,-
S11,Unr,Fabio Florit,D (R),Scouting Required,7.08,6.63,2 (1),33%,1.55,0,1.48,0.49,17%,1.98,2.47,0,81%,21.26,1.98,18%,0,-,-,0.07,-,0,0.00,0%
AMC,Nadiem Amiri,M/AM (RLC),Scouting Required,6.96,6.95,21,33%,1.29,1,1.30,1.30,30%,1.89,1.78,0,89%,42.00,1.57,13%,2,0.11,0.05,2.35,0.11,2,0.59,44%
DCL,Sus,Ravil Tagir,D (C),Scouting Required,6.86,6.83,21,33%,1.29,0,1.27,1.57,65%,1.82,1.16,0,94%,25.78,0.15,0%,0,-,-,1.37,0.05,1,0.10,33%
-,Unr,José Campaña,"DM, M (C), AM (RC)",Scouting Required,6.78,6.80,0 (6),33%,1.40,0,2.78,3.71,-,0.93,2.78,0,90%,32.47,2.78,0%,1,0.93,-,0.00,-,0,-,-
DMCL,Nicolò Rovella,"DM, M (C)",Scouting Required,6.86,6.84,11 (10),33%,1.29,1,0.89,1.45,53%,1.05,2.91,0,90%,50.09,0.97,26%,1,0.08,-,0.58,0.08,1,0.24,38%
DMCR,Inj,Enzo Barrenechea,"DM, M/AM (C)",Scouting Required,6.98,6.95,19 (3),32%,1.23,0,1.51,1.22,52%,2.55,2.61,0,87%,53.06,1.80,30%,3,0.17,0.12,1.90,0.06,1,0.23,18%
STC,Mostafa Mohamed,ST (C),Scouting Required,6.54,6.75,18,28%,1.11,1,1.52,1.34,39%,0.73,0.55,0,85%,24.21,1.52,0%,3,0.18,0.12,3.45,0.18,3,1.09,46%
S7,Chuma Jane,M/AM (L),Scouting Required,6.68,6.83,1 (10),27%,1.09,1,1.36,1.81,55%,2.71,2.26,0,88%,26.68,2.26,28%,0,-,-,0.46,0.45,1,0.45,17%
S2,Luis Acevedo,D (RL),Scouting Required,6.72,6.89,7 (8),27%,1.07,1,1.57,1.70,61%,1.82,2.79,0,88%,31.74,2.18,26%,3,0.36,0.12,0.35,-,0,0.36,60%
S6,Hanan Ben David,D/WB (L),Scouting Required,6.70,6.88,2 (7),22%,1.05,0,1.79,1.79,75%,5.71,1.79,0,88%,28.21,1.43,0%,1,0.36,-,0.11,-,0,0.71,100%
S8,Unr,Eduard Sobol,D/WB/M/AM (L),Scouting Required,6.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,Agustín Rossi,GK,Scouting Required,6.96,-,-,-,-,-,-,-,0%,-,-,-,-,-,-,0%,-,-,-,-,-,-,-,-
