Date,Start time,End time,Total hours
2023-03-27,07:45:00,17:30:00,-15.017777777777777
2023-03-28,00:30:49,16:16:48,4.793888888888889
2023-03-29,11:00:00,16:25:00,5.416666666666667
2023-03-30,09:08:05,23:55:31,7.92638888888889
2023-03-31,09:30:00,15:52:39,3.6436111111111114
